,품목고시 명칭에 따른 보조기기 영역,,
,,,
,연번,품목고시 명칭,보조기기 영역
,664,침대 및 탈착식 침대 판/수동조절식 매트리스 지지단(수동 침대),ADL
,665,침대 및 탈착식 침대 판/전동조절식 매트리스 지지단 (전동 침대),ADL
,666,침대 연장용 보조기기,ADL
,667,침대옆 캐비닛,EC
,668,침대용 탁자,ADL
,669,칸막이 벽,EC
,670,커튼 개폐장치,EC
,671,컴퓨터 및 네트워크용 액세서리,CA
,672,컴퓨터 포인팅용 장치,CA
,673,콘돔,ADL
,674,콘택트렌즈,S
,675,콧수염과 턱수염,ADL
,676,클립 및 스프링 클립,ADL
,677,키보드,CA
,678,키친타월 디스펜서,ADL
,679,타겟(목표) 스포츠용 보조기기,L
,680,타이머 스위치,CA
,681,타자기,S
,682,탁자형 보행차(보행차),WC
,683,탑승자 구동식 산업용 전동 운송 장비,EC
,684,턱 운동 장치,ADL
,685,턱받이 및 앞치마,ADL
,686,텍스트 음성 변환(TTS) 장치 및 소프트웨어,S
,687,텍스트와 멀티미디어 처리 소프트웨어,S
,688,텔레비전,S
,689,텔렉스와 텔레팩스 기계,ADL
,690,투석용 기구세트,ADL
,691,튜브 짜는 장치,ADL
,692,트롤리,ADL
,693,특수 필기용 종이/플라스틱,S
,694,특정 신체 부위를 지지하는 보행 보조기기용 액세서리,WC
,695,틀니,ADL
,696,팀 구기 스포츠용 보조기기,L
,697,팔 보조기 구조 부분품,ADL
,698,팔 보조기 마감(성형외관) 부분품,ADL
,699,팔 보조기 장착부 부분품,ADL
,700,팔 의지 구조 부분품,ADL
,701,팔 의지 라이너,ADL
,702,팔 의지 마감(성형외관) 부분품,ADL
,703,팔 의지 소켓,ADL
,704,팔 의지 외측 관절 장치,ADL
,705,팔 의지 정렬 부분품,ADL
,706,"팔, 다리, 기타 신체부위용 부종방지 스타킹",ADL
,707,"팔, 몸통, 다리 운동 장치",ADL
,708,팔꿈치 또는 팔 보호용 보조기기,ADL
,709,팔꿈치 보조기,ADL
,710,팔꿈치 장치,ADL
,711,팔꿈치관절,ADL
,712,팔꿈치관절 의지,ADL
,713,팔꿈치-손목-손 보조기,ADL
,714,펜싱용 보조기기,L
,715,편물 기계,ADL
,716,폐쇄회로 텔레비전 시스템,S
,717,표시용 재료 및 도구,ADL
,718,프린터 및 점자 용지 재단기,S
,719,플랫폼형 계단 리프트,EC
,720,피벗 구동 장치,WC
,721,피부 가림 물질,ADL
,722,피부 보호제,ADL
,723,피부 상태 측정용 보조기기,ADL
,724,피부 세정제,ADL
,725,하반신 의지,ADL
,726,하악 전진 기구,ADL
,727,한 손 추진 휠체어,WC
,728,한랭 치료용 보조기기,ADL
,729,항공용 보조기기,L
,730,핸드레일 및 지지 레일,ADL
,731,핸드림 및 동력보조 혼합형 수동휠체어,WC
,732,햇빛 또는 강수에 대한 휠체어 및 사용자 보호 장치,WC
,733,행주짜개,ADL
,734,허리 보조기,ADL
,735,허리-엉치 보조기,ADL
,736,"헤드폰, 이어폰 및 헤드셋",S
,737,현가 부분품,ADL
,738,혈압계,ADL
,739,"혈액 분석 장치, 장비, 재료",ADL
,740,혈액 투석장치,ADL
,741,호흡 측정기,ADL
,742,호흡근육 훈련기,ADL
,743,호흡용 벤치 및 쿠션,ADL
,744,혼합 안면 보형물,ADL
,745,화면확대 소프트웨어,S
,746,화장지 고정집게,ADL
,747,화장지롤 고정장치,ADL
,748,확대용 돋보기,S
,749,확성기,S
,750,환경 비상 경보 시스템,ADL
,751,환경 제어 장치,EC
,752,환자용 요강,ADL
,753,회전 손잡이,ADL
,754,회전판,ADL
,755,후두 절제 튜브,ADL
,756,휠체어 등받이,SP
,757,휠체어 또는 휠체어 부속품 세척용 장치,WC
,758,휠체어 사용자 차량 승하차 이동용 보조기기,AM
,759,휠체어 없이 차량 승하차 이동용 호이스트,AM
,760,휠체어 주변 확인 장치,WC
,761,휠체어용 다리 및 발 지지대,SP
,762,휠체어용 라이트 및 안전 신호장치,WC
,763,휠체어용 머리 및 목 지지대,SP
,764,휠체어용 몸통 및 골반 지지대,SP
,765,휠체어용 무릎받침대,SP
,766,휠체어용 배터리 및 충전기,WC
,767,휠체어용 조향 및 제어 시스템,WC
,768,휠체어용 주행 또는 주차 브레이크,WC
,769,"휠체어용 타이어, 바퀴, 작은 바퀴",WC
,770,휠체어용 팔 지지대,SP
,771,휴대용 경사로,EC
,772,휴대용 점자 기록기(점자정보 단말기),S
,773,휴대용 컴퓨터 및 개인용 정보 단말기,CA
,774,흡기 장비,ADL
,775,흡인기,ADL
,776,흡입 공기 전처리 장치,ADL
,777,흡착 컵,ADL
,778,흰 지팡이,S
,779,흰 지팡이와 심벌 지팡이용 액세서리,S
,품목고시외,-(양팔 조작형 보행용 보조기기),WC
,품목고시외,-(시각보조기기),S
,품목고시외,-(의류 및 신발),ADL
,품목고시외,-(휠체어 액세서리),WC
,품목고시외,-(직업 평가 및 직업 훈련용 보조기기),ADL
,품목고시외,-다리보조기,ADL
,품목고시외,-척추 및 머리보조기,ADL
,품목고시외,-팔보조기,ADL
,품목고시외,-(동력 구동 휠체어),WC
